Tweet_ID,Date,Author,Mentions_SpireJim,From_SpireJim,Text,Retweets,Likes,Replies,clean_text,provider,complaint_categories,is_complaint,sentiment,amount,date,month,week,day,user_issues
1708462023489540305,2023-10-01 12:41:02+00:00,SpireJim,False,True,"An explanation on the Airtel, MTN MM issues … https://t.co/4M09b5ZTwX",140,545,44,an explanation on the airtel mtn mm issues,mtn,['service_quality'],True,Neutral,0.0,2023-10-01 12:41:02+00:00,2023-10,2023-09-25/2023-10-01,2023-10-01,[]
1955015611160891672,2025-08-11 21:16:58+00:00,yasikak,True,False,"@SpireJim @Airtel_Ug #StopAirtelTheft

 Even this dumb statement from Airtel Uganda has not addressed the theft of $1,100 (almost 4 million shillings) stolen from my phone and cashed through a number registered to Stephen Tenywa. This phone number is still active and could be used to steal from other https://t.co/3IqcbX01Tu",14,61,7,"spirejim airtelug stopairteltheft

 even this dumb statement from airtel uganda has not addressed the theft of 1100 almost 4 million shillings stolen from my phone and cashed through a number registered to stephen tenywa this phone number is still active and could be used to steal from other",airtel,['fraud'],True,Negative,0.0,2025-08-11 21:16:58+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1953350854599229840,2025-08-07 07:01:49+00:00,SpireJim,False,True,"DAY 1 of the @Airtel_Ug campaign 📢📢
————————

To start, could you suggest some of the measures we can take to make @Airtel_Ug responsive to customers’ concerns over Mobile Money thefts that suggest involvement of insiders or system laxity. What strategies can we use to stop https://t.co/vtFQZZMz49",693,3073,377,"day 1 of the airtelug campaign 


to start could you suggest some of the measures we can take to make airtelug responsive to customers concerns over mobile money thefts that suggest involvement of insiders or system laxity what strategies can we use to stop",airtel,['fraud'],True,Neutral,0.0,2025-08-07 07:01:49+00:00,2025-08,2025-08-04/2025-08-10,2025-08-07,[]
1954238277164142615,2025-08-09 17:48:07+00:00,yasikak,True,False,@SpireJim @Airtel_Ug #StopAirtelTheft https://t.co/3Hok8rVGuj,20,80,1,spirejim airtelug stopairteltheft,airtel,['fraud'],True,Neutral,0.0,2025-08-09 17:48:07+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1953930797624492074,2025-08-08 21:26:19+00:00,SpireJim,False,True,"How do these thieves instantly access customers’ MM passwords!!! Are all these testimonies fabricated or cases of customer carelessness! Who is supposed to protect Ugandans/customers from such things!!! @Airtel_Ug @UCC_Official @BOU_Official 
#StopAirtelTheft https://t.co/40Dkf6soIu",240,861,72,"how do these thieves instantly access customers mm passwords are all these testimonies fabricated or cases of customer carelessness who is supposed to protect ugandanscustomers from such things airtelug uccofficial bouofficial 
stopairteltheft",mtn,"['fraud', 'customer_service', 'pin_issues']",True,Neutral,0.0,2025-08-08 21:26:19+00:00,2025-08,2025-08-04/2025-08-10,2025-08-08,[]
1954548887210909966,2025-08-10 14:22:23+00:00,AdLegalug,True,False,"@SpireJim @Airtel_Ug Are Airtel Loan internet Bundles Disappearing Faster Than They Should?

Read publication: https://t.co/XHYeSseZLV

We’re building a case, and we need your proof. Follow the simple steps in our guide above and send us your evidence.
@Airtel_Ug @UCC_Official @SpireJim @UCC_ED https://t.co/W1Vnyb6lvN",3,7,1,"spirejim airtelug are airtel loan internet bundles disappearing faster than they should

read publication 

were building a case and we need your proof follow the simple steps in our guide above and send us your evidence
airtelug uccofficial spirejim ucced",airtel,[],False,Neutral,0.0,2025-08-10 14:22:23+00:00,2025-08,2025-08-04/2025-08-10,2025-08-10,[]
1958036361178480665,2025-08-20 05:20:21+00:00,SpireJim,False,True,"Dear @Airtel_Ug 
Please up thoroughly. Way to go. We shall return to assess the service changes from the customer side
👏🏽👏🏽👏🏽 https://t.co/a68LU5NCT9",144,1000,65,"dear airtelug 
please up thoroughly way to go we shall return to assess the service changes from the customer side",airtel,['network'],True,Neutral,0.0,2025-08-20 05:20:21+00:00,2025-08,2025-08-18/2025-08-24,2025-08-20,[]
1953719700241715218,2025-08-08 07:27:29+00:00,SpireJim,False,True,"DAY 2 - #StopAirtelTheft 
———————

As we consider more measures to take for @Airtel_Ug to be more responsive and for @UCC_Official and @BOU_Official to do their regulatory work, today: SHARE YOUR EXPERIENCES ON HOW @Airtel_Ug RESPONDED WHEN YOU REPORTED MOBILE MONEY FRAUD TO THEM https://t.co/e1L3ZQaL13",442,2032,215,"day 2  stopairteltheft 


as we consider more measures to take for airtelug to be more responsive and for uccofficial and bouofficial to do their regulatory work today share your experiences on how airtelug responded when you reported mobile money fraud to them",airtel,['fraud'],True,Positive,0.0,2025-08-08 07:27:29+00:00,2025-08,2025-08-04/2025-08-10,2025-08-08,[]
1954790700286984464,2025-08-11 06:23:15+00:00,SpireJim,False,True,"DAY 5: Anti-theft Airtel campaign

——————

Today;

1. On whatever @Airtel_Ug and @airtelmoneyug tweet, comment under demanding for commitments to stop mobile money theft. Also post there screenshots of experiences of cheated Ugandans.

2. Call their toll-free line (100 on airtel, https://t.co/3IdI8NsUSV",913,3879,259,"day 5 antitheft airtel campaign



today

1 on whatever airtelug and airtelmoneyug tweet comment under demanding for commitments to stop mobile money theft also post there screenshots of experiences of cheated ugandans

2 call their tollfree line 100 on airtel",mtn,['fraud'],True,Neutral,0.0,2025-08-11 06:23:15+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1954061039462429063,2025-08-09 06:03:51+00:00,RiseNewsUganda,True,False,"Illicit Financial Flows: Several Ugandans have vowed to organize a march to Airtel offices as the #StopAirtelTheft campaign continues.
@Airtel_Ug @airtelmoneyug @MDAirtel_UG @AntiGraft_SH @SpireJim #RiseNewsUganda Network https://t.co/vv01U38sXy https://t.co/P35R3PSZ6L",1,7,0,"illicit financial flows several ugandans have vowed to organize a march to airtel offices as the stopairteltheft campaign continues
airtelug airtelmoneyug mdairtelug antigraftsh spirejim risenewsuganda network",airtel,"['fraud', 'network']",True,Neutral,0.0,2025-08-09 06:03:51+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954072033936933048,2025-08-09 06:47:32+00:00,FidelisUgKgwa,True,False,"@SpireJim @Airtel_Ug Me I decided to stop using aitel money for mobile money transactions. You can develop a heart attack.
Let's all boycott AIRTEL MONEY for the 15days they gave us to respond to @SpireJim matter, if no refund in 15days we push to 30days!
That's the language they might understand",4,37,0,"spirejim airtelug me i decided to stop using aitel money for mobile money transactions you can develop a heart attack
lets all boycott airtel money for the 15days they gave us to respond to spirejim matter if no refund in 15days we push to 30days
thats the language they might understand",airtel,[],False,Neutral,0.0,2025-08-09 06:47:32+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954088698993058269,2025-08-09 07:53:45+00:00,SpireJim,False,True,"PIN access by thieves!
#StopAirtelTheft https://t.co/Omoo60rWJt",214,972,82,"pin access by thieves
stopairteltheft",airtel,"['fraud', 'pin_issues']",True,Neutral,0.0,2025-08-09 07:53:45+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954266045528907897,2025-08-09 19:38:28+00:00,DanzelAlex,True,False,@SpireJim @Airtel_Ug How @UCC_Official  @BOU_Official  @PoliceUg are regulating @Airtel_Ug thugs https://t.co/MnknU1q6p6,5,14,1,spirejim airtelug how uccofficial  bouofficial  policeug are regulating airtelug thugs,airtel,[],False,Neutral,0.0,2025-08-09 19:38:28+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954065581205774375,2025-08-09 06:21:53+00:00,SpireJim,False,True,"DAY 3: 

Can we hear more of your experiences of MM theft. Thanks to the @Airtel_Ug insiders who have cooperated to volunteer information about this abominable theft from innocent customers with impunity. I will share more later. #StopAirtelTheft https://t.co/woiaVB7rfr",373,1862,158,"day 3 

can we hear more of your experiences of mm theft thanks to the airtelug insiders who have cooperated to volunteer information about this abominable theft from innocent customers with impunity i will share more later stopairteltheft",mtn,['fraud'],True,Positive,0.0,2025-08-09 06:21:53+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954858473474122190,2025-08-11 10:52:34+00:00,NiwaRodgers,True,False,"Dear @Airtel_Ug,

Following up on Dr. @SpireJim’s #StopAirtelTheft awareness campaign, I have decided to discontinue using your mobile and network call services.
It has been a long journey since 2015,and I thank you for your services. However, your actions have shown a lack of",147,788,104,"dear airtelug

following up on dr spirejims stopairteltheft awareness campaign i have decided to discontinue using your mobile and network call services
it has been a long journey since 2015and i thank you for your services however your actions have shown a lack of",airtel,"['fraud', 'network']",True,Neutral,0.0,2025-08-11 10:52:34+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1958057234383933762,2025-08-20 06:43:18+00:00,davidofug,True,False,"@SpireJim @Airtel_Ug Wonderful job. Tweyanziza ssebo

I hope you will chip into the the stress Ugandans go through for paying online services in USD or Euroes yet those online services like X and Facebook don't monetize Ugandans. They're happily making Ugandans a slaves and milking them through",1,14,2,"spirejim airtelug wonderful job tweyanziza ssebo

i hope you will chip into the the stress ugandans go through for paying online services in usd or euroes yet those online services like x and facebook dont monetize ugandans theyre happily making ugandans a slaves and milking them through",airtel,['network'],True,Positive,0.0,2025-08-20 06:43:18+00:00,2025-08,2025-08-18/2025-08-24,2025-08-20,[]
1954260574604247121,2025-08-09 19:16:44+00:00,SpireJim,False,True,"Could all these people be telling lies? Could @Airtel_Ug be silent because they knew all this? 
#StopAirtelTheft https://t.co/GCwkVJjX6t",189,870,73,"could all these people be telling lies could airtelug be silent because they knew all this 
stopairteltheft",airtel,['fraud'],True,Neutral,0.0,2025-08-09 19:16:44+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1955718844393148538,2025-08-13 19:51:22+00:00,gssembajjwe,True,False,@arathon_k @SpireJim @Airtel_Ug Airtel has a moral duty to inform it's customer about the reissue of the SIM card,0,2,0,arathonk spirejim airtelug airtel has a moral duty to inform its customer about the reissue of the sim card,airtel,['service_quality'],True,Neutral,0.0,2025-08-13 19:51:22+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1954539654683709778,2025-08-10 13:45:41+00:00,Iam_djnash,True,False,"@SpireJim @Airtel_Ug I tried replacing my line after phone being stolen. Reported to them and informed them about the money on my mm, they said my number is not registered in my names yet mobile money is registered in my names. Luckily found the lost phone after a week and my money was gone",0,5,0,spirejim airtelug i tried replacing my line after phone being stolen reported to them and informed them about the money on my mm they said my number is not registered in my names yet mobile money is registered in my names luckily found the lost phone after a week and my money was gone,mtn,['fraud'],True,Positive,0.0,2025-08-10 13:45:41+00:00,2025-08,2025-08-04/2025-08-10,2025-08-10,[]
1956281547104854244,2025-08-15 09:07:21+00:00,NalwalaT,True,False,"@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim @Airtel_Ug ,thx for this, but before visiting all the towns, can you please get sometime and engage stake holders , your employees plus technical team.
Up to now,  we in airtel money business still want  answers why you still tax our commission yet you charge every transaction!",0,2,0,"airtelug airtelugmd agoracfr airtelmoneyug spirejim airtelug thx for this but before visiting all the towns can you please get sometime and engage stake holders  your employees plus technical team
up to now  we in airtel money business still want  answers why you still tax our commission yet you charge every transaction",mtn,['charges'],True,Neutral,0.0,2025-08-15 09:07:21+00:00,2025-08,2025-08-11/2025-08-17,2025-08-15,[]
1677674062305263617,2023-07-08 13:40:40+00:00,SpireJim,False,True,"To @Airtel_Ug … Airtel loans
@UCC_Official 

#UgandaTelecomsExhibition https://t.co/IxMwb0BRx9",121,559,122,"to airtelug  airtel loans
uccofficial 

ugandatelecomsexhibition",airtel,[],False,Neutral,0.0,2023-07-08 13:40:40+00:00,2023-07,2023-07-03/2023-07-09,2023-07-08,[]
1953911494581637476,2025-08-08 20:09:36+00:00,SpireJim,False,True,"Dear @Airtel_Ug , is this the case? Will you do something about it??
#StopAirtelTheft https://t.co/6KuRlcEPrY",218,1073,84,"dear airtelug  is this the case will you do something about it
stopairteltheft",airtel,['fraud'],True,Neutral,0.0,2025-08-08 20:09:36+00:00,2025-08,2025-08-04/2025-08-10,2025-08-08,[]
1955012877083086870,2025-08-11 21:06:06+00:00,angelaAbwoly,True,False,"@SpireJim A SIM card registered to someone, linked to a bank account, gets cloned.
The real owner loses access.
Millions are wiped clean. Loans are taken.
Airtel says, “Talk to the bank.”
The bank says, “It was your number, so we assumed it was you.”
And both institutions are just sitting",32,192,16,"spirejim a sim card registered to someone linked to a bank account gets cloned
the real owner loses access
millions are wiped clean loans are taken
airtel says talk to the bank
the bank says it was your number so we assumed it was you
and both institutions are just sitting",airtel,[],False,Neutral,0.0,2025-08-11 21:06:06+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1955771287650918613,2025-08-13 23:19:46+00:00,hyaweh2002,True,False,@DailyMonitor @Airtel_Ug @SpireJim   @BOU_Official This is a business and not a political party! You have decided to provide a service but so many people have come out to complain about their hard earned money going missing and you have not put mitigating factors into consideration! Please,1,19,0,dailymonitor airtelug spirejim   bouofficial this is a business and not a political party you have decided to provide a service but so many people have come out to complain about their hard earned money going missing and you have not put mitigating factors into consideration please,airtel,['network'],True,Neutral,0.0,2025-08-13 23:19:46+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1954813895647887387,2025-08-11 07:55:26+00:00,ExperitoSantos,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug 🚨 DAY 5: #StopAirtelTheft 🚨
Every minute, more Ugandans lose money!

📌 Flood @Airtel_Ug &amp; @airtelmoneyug tweets with demands + proof.
📞 Call 100 (Airtel) / 0705 100 100 (others) — overwhelm them!

Act NOW. No silence.",10,38,0,"spirejim airtelug airtelmoneyug  day 5 stopairteltheft 
every minute more ugandans lose money

 flood airtelug amp airtelmoneyug tweets with demands  proof
 call 100 airtel  0705 100 100 others  overwhelm them

act now no silence",airtel,['fraud'],True,Positive,0.0,2025-08-11 07:55:26+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1955555434938732773,2025-08-13 09:02:02+00:00,panafri256,True,False,"@SpireJim @dabirungi @Airtel_Ug Ugandans, it’s time to raise our voices directly to the top. @AirtelUGMD is the Managing Director of @Airtel_Ug — not just PR. (Birungi is a foól) Let’s flood his posts with respectful demands for answers. We’ve had enough silence, gaslighting &amp; excuses. Let’s be heard. https://t.co/FcQxzmxTou",6,37,2,spirejim dabirungi airtelug ugandans its time to raise our voices directly to the top airtelugmd is the managing director of airtelug  not just pr birungi is a fol lets flood his posts with respectful demands for answers weve had enough silence gaslighting amp excuses lets be heard,airtel,[],False,Positive,0.0,2025-08-13 09:02:02+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1954194149357306178,2025-08-09 14:52:47+00:00,SpireJim,False,True,"When the case that brought us here happened, I thought it was an isolated case. If only @Airtel_Ug had responded positively when reported to (because they knew it wasn’t new), we wouldn’t get here. Perhaps it was a blessing in disguise, to know that there were so many other https://t.co/62QeqfZQnD",379,1997,142,when the case that brought us here happened i thought it was an isolated case if only airtelug had responded positively when reported to because they knew it wasnt new we wouldnt get here perhaps it was a blessing in disguise to know that there were so many other,airtel,[],False,Positive,0.0,2025-08-09 14:52:47+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954840788749152426,2025-08-11 09:42:17+00:00,ChrissOpio,True,False,"@SpireJim @Airtel_Ug @Airtel_Ug reversed money that was sent to me by a colleague, the money was removed from my account but it didn’t also go to the sender, we tried following up and got tired 🥱 https://t.co/EgO586PYbI",1,7,2,spirejim airtelug airtelug reversed money that was sent to me by a colleague the money was removed from my account but it didnt also go to the sender we tried following up and got tired,airtel,['transaction_issues'],True,Negative,0.0,2025-08-11 09:42:17+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1955541801458131215,2025-08-13 08:07:52+00:00,SpireJim,False,True,"DAY 7 - He has called it a criminal ‘SMEAR CAMPAIGN’!!!
———— 

Dear Mr @dabirungi the @Airtel_Ug PR, I had actually decided to halt the campaign until the X Space tomorrow, to see what comes of it. But, reading you dismissively impute criminality of your customers’ outcries in",647,2271,311,"day 7  he has called it a criminal smear campaign
 

dear mr dabirungi the airtelug pr i had actually decided to halt the campaign until the x space tomorrow to see what comes of it but reading you dismissively impute criminality of your customers outcries in",airtel,[],False,Negative,0.0,2025-08-13 08:07:52+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1954262928850596257,2025-08-09 19:26:05+00:00,DanzelAlex,True,False,@SpireJim @Airtel_Ug Airtel thugs at the end of the month https://t.co/uUsNqt9lBW,2,31,2,spirejim airtelug airtel thugs at the end of the month,airtel,[],False,Neutral,0.0,2025-08-09 19:26:05+00:00,2025-08,2025-08-04/2025-08-10,2025-08-09,[]
1954845110329286985,2025-08-11 09:59:28+00:00,SircobsCbcom,True,False,"@SpireJim @Airtel_Ug Let’s organise a court case where we shall benefit with a compassion. They may be stubborn to respond to you  but tell you what airtel is an international company which has got alot to lose in its reputation. 
We shall  contribute for the law suit cost .",1,11,0,"spirejim airtelug lets organise a court case where we shall benefit with a compassion they may be stubborn to respond to you  but tell you what airtel is an international company which has got alot to lose in its reputation 
we shall  contribute for the law suit cost",airtel,['charges'],True,Neutral,0.0,2025-08-11 09:59:28+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1954393042632286639,2025-08-10 04:03:06+00:00,kiizainnocent1,True,False,"@SpireJim @Airtel_Ug @Airtel_Ug you deducted my money 250k and didn't transfer it to my bank account. My calls you have been telling me it's network and working on it. Wait when I come to your service center, all tables will shake.",0,8,0,spirejim airtelug airtelug you deducted my money 250k and didnt transfer it to my bank account my calls you have been telling me its network and working on it wait when i come to your service center all tables will shake,airtel,"['charges', 'network']",True,Neutral,250000.0,2025-08-10 04:03:06+00:00,2025-08,2025-08-04/2025-08-10,2025-08-10,[]
1955595000927949073,2025-08-13 11:39:16+00:00,martinssempa,True,False,I can only conclude that @Airtel_Ug is not interested in talking to me. They're looking for every excuse to discourage me from talking to a customer care representative. Why do you think they do things this way? #stopthetheft @SpireJim https://t.co/5es8eNkg79,88,538,47,i can only conclude that airtelug is not interested in talking to me theyre looking for every excuse to discourage me from talking to a customer care representative why do you think they do things this way stopthetheft spirejim,airtel,"['fraud', 'customer_service']",True,Neutral,0.0,2025-08-13 11:39:16+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1954548289828749719,2025-08-10 14:20:00+00:00,AdLegalug,True,False,"Are Airtel Loan internet Bundles Disappearing Faster Than They Should?

Read publication: https://t.co/XHYeSseZLV

We’re building a case, and we need your proof. Follow the simple steps in our guide above and send us your evidence.
@Airtel_Ug @UCC_Official @SpireJim @UCC_ED https://t.co/5hpiOmhKjA",2,6,0,"are airtel loan internet bundles disappearing faster than they should

read publication 

were building a case and we need your proof follow the simple steps in our guide above and send us your evidence
airtelug uccofficial spirejim ucced",airtel,[],False,Neutral,0.0,2025-08-10 14:20:00+00:00,2025-08,2025-08-04/2025-08-10,2025-08-10,[]
1955590466520646009,2025-08-13 11:21:14+00:00,MaxlineFX,True,False,"@256Simera @SpireJim That's where @mtnug  shines, it treats both MTN and Airtel numbers as 'mobile users.' The so-called smartphone network fails to see that their customers face problems due to their poorly designed UI procedures",0,9,0,256simera spirejim thats where mtnug  shines it treats both mtn and airtel numbers as mobile users the socalled smartphone network fails to see that their customers face problems due to their poorly designed ui procedures,mtn,"['service_quality', 'network']",True,Negative,0.0,2025-08-13 11:21:14+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1955009230974619952,2025-08-11 20:51:37+00:00,panafri256,True,False,"@SpireJim They ask your balance, reset your PIN, then steal what you didn’t mention. Airtel's system isn’t just “vulnerable”—it’s compromised from within. This is organized theft, not glitches. No audit. No arrests. No accountability.

How many more must lose their life savings before https://t.co/vT77szbpgC",0,15,0,"spirejim they ask your balance reset your pin then steal what you didnt mention airtels system isnt just vulnerableits compromised from within this is organized theft not glitches no audit no arrests no accountability

how many more must lose their life savings before",airtel,"['fraud', 'pin_issues']",True,Positive,0.0,2025-08-11 20:51:37+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1955079896314663103,2025-08-12 01:32:25+00:00,Apfreny,True,False,"@SpireJim As we talk about airtel money theft, what about field agents of airtel who disguise as giving free sim cards. All they need is access to your ID, register multiple lines, and sell them to fraud stars. Your name comes up as a loan defaulter but in actual sense, you didn't take it",0,9,0,spirejim as we talk about airtel money theft what about field agents of airtel who disguise as giving free sim cards all they need is access to your id register multiple lines and sell them to fraud stars your name comes up as a loan defaulter but in actual sense you didnt take it,airtel,"['fraud', 'customer_service']",True,Positive,0.0,2025-08-12 01:32:25+00:00,2025-08,2025-08-11/2025-08-17,2025-08-12,[]
1958040518119833791,2025-08-20 05:36:52+00:00,MedVilla11,True,False,One man Army. He cooked and roasted the entire  company. Thank you @SpireJim . Also @Airtel_Ug thank you for listening. We notice some changes now. https://t.co/UmFKHiB04K,7,28,0,one man army he cooked and roasted the entire  company thank you spirejim  also airtelug thank you for listening we notice some changes now,airtel,[],False,Neutral,0.0,2025-08-20 05:36:52+00:00,2025-08,2025-08-18/2025-08-24,2025-08-20,[]
1955171285182398913,2025-08-12 07:35:34+00:00,johnboscsunday6,True,False,"@NiwaRodgers @Airtel_Ug @SpireJim One of the telecom service with poor customer service and care is @Airtel_Ug . No care for the customer, data theft is one the thing I hate about airtel",1,3,0,niwarodgers airtelug spirejim one of the telecom service with poor customer service and care is airtelug  no care for the customer data theft is one the thing i hate about airtel,airtel,"['fraud', 'network']",True,Negative,0.0,2025-08-12 07:35:34+00:00,2025-08,2025-08-11/2025-08-17,2025-08-12,[]
1954547924597186912,2025-08-10 14:18:33+00:00,AdLegalug,True,False,"Are Airtel Loan internet Bundles Disappearing Faster Than They Should?

Read publication: https://t.co/XHYeSseZLV 

We’re building a case, and we need your proof.
Follow the simple steps in our guide above and send us your evidence.

@Airtel_Ug @UCC_Official @SpireJim @UCC_ED https://t.co/aDDFIZrUs6",1,3,0,"are airtel loan internet bundles disappearing faster than they should

read publication  

were building a case and we need your proof
follow the simple steps in our guide above and send us your evidence

airtelug uccofficial spirejim ucced",airtel,[],False,Neutral,0.0,2025-08-10 14:18:33+00:00,2025-08,2025-08-04/2025-08-10,2025-08-10,[]
1958036939824619745,2025-08-20 05:22:39+00:00,SKapkwomu,True,False,@SpireJim @Airtel_Ug Sir. We are going to pick nomination forms on your behalf. This country needs people like you in charge.,0,18,0,spirejim airtelug sir we are going to pick nomination forms on your behalf this country needs people like you in charge,airtel,['charges'],True,Neutral,0.0,2025-08-20 05:22:39+00:00,2025-08,2025-08-18/2025-08-24,2025-08-20,[]
1955011342068224273,2025-08-11 21:00:00+00:00,panafri256,True,False,"@SpireJim Airtel is running a whole theft operation disguised as a telecom! People's SIMs are cloned, accounts drained, loans taken in their name—and all Airtel does is “investigate” for months? This is beyond incompetence, it's straight-up criminal. #StopAirtelTheft",4,81,1,spirejim airtel is running a whole theft operation disguised as a telecom peoples sims are cloned accounts drained loans taken in their nameand all airtel does is investigate for months this is beyond incompetence its straightup criminal stopairteltheft,airtel,['fraud'],True,Neutral,0.0,2025-08-11 21:00:00+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1955008576956563757,2025-08-11 20:49:01+00:00,SpireJim,False,True,"How is this done!!!?
—————

“Hello Dr.,

Thank you for the work you’re doing pressing the necks of those Airtel thieves! 

I was with my brother in the field upcountry when someone attempted to send him money via Airtel. They were told that his number was not registered, despite",357,1676,214,"how is this done


hello dr

thank you for the work youre doing pressing the necks of those airtel thieves 

i was with my brother in the field upcountry when someone attempted to send him money via airtel they were told that his number was not registered despite",airtel,[],False,Neutral,0.0,2025-08-11 20:49:01+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
1956336994985865616,2025-08-15 12:47:41+00:00,davidofug,True,False,"@AirtelUGMD @Airtel_Ug @airtelmoneyug @SpireJim @AgoraCFR Thank you so much. Our appreciation to people like @SpireJim whose voices can speak for many who were seen as minority.

Additional suggestions.

1. Airtel Agents and on ground support personnel need to be assigned numbers. The number and the name should be printed clearly on",2,26,1,"airtelugmd airtelug airtelmoneyug spirejim agoracfr thank you so much our appreciation to people like spirejim whose voices can speak for many who were seen as minority

additional suggestions

1 airtel agents and on ground support personnel need to be assigned numbers the number and the name should be printed clearly on",airtel,['customer_service'],True,Positive,0.0,2025-08-15 12:47:41+00:00,2025-08,2025-08-11/2025-08-17,2025-08-15,[]
1955534864016609440,2025-08-13 07:40:18+00:00,BagumaAllenK,True,False,@DailyMonitor Standing against injustice whether in government or private sectors is a Moral Duty. Silence in the face of economic oppression equals to national betrayal. A people in pain will not be silenced. #JusticeNow #StopAirtelTheft @SpireJim,11,144,0,dailymonitor standing against injustice whether in government or private sectors is a moral duty silence in the face of economic oppression equals to national betrayal a people in pain will not be silenced justicenow stopairteltheft spirejim,airtel,['fraud'],True,Neutral,0.0,2025-08-13 07:40:18+00:00,2025-08,2025-08-11/2025-08-17,2025-08-13,[]
1958039586233373024,2025-08-20 05:33:10+00:00,Steve30270251,True,False,@SpireJim @Airtel_Ug Changes are made but our money is not refunded,0,3,1,spirejim airtelug changes are made but our money is not refunded,airtel,[],False,Neutral,0.0,2025-08-20 05:33:10+00:00,2025-08,2025-08-18/2025-08-24,2025-08-20,[]
1954848167112949831,2025-08-11 10:11:37+00:00,SpireJim,False,True,"Dear DB (in @Airtel_Ug),
Your messages in the staff WhatsApp group reach me through those who care about their image as employees. I hope you are not trying to gloss over customers’ concerns as mere “Bad news”! This is the indifference we’re talking about. Who are you there to https://t.co/THEhH4rxCq",340,1404,160,"dear db in airtelug
your messages in the staff whatsapp group reach me through those who care about their image as employees i hope you are not trying to gloss over customers concerns as mere bad news this is the indifference were talking about who are you there to",airtel,[],False,Negative,0.0,2025-08-11 10:11:37+00:00,2025-08,2025-08-11/2025-08-17,2025-08-11,[]
